,Unnamed: 0,@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:issn,prism:volume,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,pii,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,article-number,source-id,openaccess,openaccessFlag,prism:eIssn,prism:issueIdentifier,prism:isbn,pubmed-id,error
1526,96,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84902075317', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84902075317?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84902075317&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84902075317&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84902075317,SCOPUS_ID:84902075317,2-s2.0-84902075317,Balance of Emissions and Removals of Greenhouse Gases at Campus of Universidade Federal de Viçosa,Brianezi D.,Floresta e Ambiente,14150980,21,182-191,2014-01-01,2014,10.4322/floram.2014.017,,1.0,"[{'@_fa': 'true', 'affilname': 'Universidade Federal de Vicosa', 'affiliation-city': 'Vicosa', 'affiliation-country': 'Brazil'}]",Journal,ar,Article,,21100211740.0,1,True,21798087,2,,,
1527,100,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84931824216', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84931824216?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84931824216&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84931824216&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1876610214017548'}",https://api.elsevier.com/content/abstract/scopus_id/84931824216,SCOPUS_ID:84931824216,2-s2.0-84931824216,GHG emissions inventory at urban scale: The Sassari case study,Sanna L.,Energy Procedia,18766102,59,344-350,2014-01-01,2014,10.1016/j.egypro.2014.10.387,S1876610214017548,9.0,"[{'@_fa': 'true', 'affilname': 'Consiglio Nazionale delle Ricerche', 'affiliation-city': 'Rome', 'affiliation-country': 'Italy'}]",Conference Proceeding,cp,Conference Paper,,17700156736.0,1,True,,,,,
1528,101,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84905713982', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84905713982?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84905713982&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84905713982&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1618866714000545'}",https://api.elsevier.com/content/abstract/scopus_id/84905713982,SCOPUS_ID:84905713982,2-s2.0-84905713982,Assessing carbon storage and sequestration by Canada's urban forests using high resolution earth observation data,Pasher J.,Urban Forestry and Urban Greening,16188667,13,484-494,2014-01-01,2014,10.1016/j.ufug.2014.05.001,S1618866714000545,20.0,"[{'@_fa': 'true', 'affilname': 'Environment Canada', 'affiliation-city': 'Gatineau', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,145301.0,0,False,16108167,3,,,
1529,103,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84899066580', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84899066580?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899066580&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84899066580&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0016706114001293'}",https://api.elsevier.com/content/abstract/scopus_id/84899066580,SCOPUS_ID:84899066580,2-s2.0-84899066580,Influence of urban land development and soil rehabilitation on soil-atmosphere greenhouse gas fluxes,Chen Y.,Geoderma,00167061,226-227,348-353,2014-01-01,August 2014,10.1016/j.geoderma.2014.03.017,S0016706114001293,19.0,"[{'@_fa': 'true', 'affilname': 'Virginia Polytechnic Institute and State University', 'affiliation-city': 'Blacksburg', 'affiliation-country': 'United States'}]",Journal,ar,Article,,39112.0,0,False,,1,,,
1530,104,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84904333650', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84904333650?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84904333650&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84904333650&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84904333650,SCOPUS_ID:84904333650,2-s2.0-84904333650,"Carbon dioxide concentration and flux in an urban residential area in Seoul, Korea",Park M.,Advances in Atmospheric Sciences,02561530,31,1101-1112,2014-01-01,September 2014,10.1007/s00376-013-3168-y,,13.0,"[{'@_fa': 'true', 'affilname': 'Center for Atmospheric Science and Earthquake Research', 'affiliation-city': 'Seoul', 'affiliation-country': 'South Korea'}]",Journal,ar,Article,,12064.0,0,False,,5,,,
1531,108,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84888856902', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84888856902?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84888856902&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888856902&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84888856902,SCOPUS_ID:84888856902,2-s2.0-84888856902,Urban agglomerations land use structure optimization based on regional carbon balance,Yun K.,"2013 2nd International Conference on Agro-Geoinformatics: Information for Sustainable Agriculture, Agro-Geoinformatics 2013",,,243-248,2013-12-06,2013,10.1109/Argo-Geoinformatics.2013.6621915,,0.0,"[{'@_fa': 'true', 'affilname': 'Huazhong Agricultural University', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,6621915,21100269602.0,0,False,,,"[{'@_fa': 'true', '$': '9781479908684'}]",,
1532,110,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84884986909', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84884986909?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84884986909&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884986909&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S030142151300699X'}",https://api.elsevier.com/content/abstract/scopus_id/84884986909,SCOPUS_ID:84884986909,2-s2.0-84884986909,Revisiting the weather effect on energy consumption: Implications for the impact of climate change,Kaufmann R.,Energy Policy,03014215,62,1377-1384,2013-11-01,November 2013,10.1016/j.enpol.2013.07.056,S030142151300699X,18.0,"[{'@_fa': 'true', 'affilname': 'Boston University', 'affiliation-city': 'Boston', 'affiliation-country': 'United States'}]",Journal,ar,Article,,29403.0,0,False,,,,,
1533,114,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84888066372', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84888066372?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84888066372&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84888066372&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1618866713000678'}",https://api.elsevier.com/content/abstract/scopus_id/84888066372,SCOPUS_ID:84888066372,2-s2.0-84888066372,An approach to the evaluation and management of natural carbon sinks: From plant species to urban green systems,Muñoz-Vallés S.,Urban Forestry and Urban Greening,16188667,12,450-453,2013-07-26,2013,10.1016/j.ufug.2013.06.007,S1618866713000678,11.0,"[{'@_fa': 'true', 'affilname': 'University of Seville', 'affiliation-city': 'Sevilla', 'affiliation-country': 'Spain'}]",Journal,ar,Article,,145301.0,0,False,16108167,4,,,
1534,116,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84876394600', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84876394600?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876394600&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876394600&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84876394600,SCOPUS_ID:84876394600,2-s2.0-84876394600,"Research on land carbon equilibrium of new city during initial stage of urban plan: A case in Panjin new city, China",Guo H.,Applied Mechanics and Materials,16609336,316-317,558-562,2013-04-24,2013,10.4028/www.scientific.net/AMM.316-317.558,,0.0,"[{'@_fa': 'true', 'affilname': 'Heilongjiang University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Book Series,cp,Conference Paper,,4700151914.0,0,False,16627482,,"[{'@_fa': 'true', '$': '9783037856833'}]",,
1535,117,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84880299343', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84880299343?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84880299343&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880299343&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84880299343,SCOPUS_ID:84880299343,2-s2.0-84880299343,Surface observations for monitoring urban fossil fuel CO<inf>2</inf> emissions: Minimum site location requirements for the Los Angeles megacity,Kort E.A.,Journal of Geophysical Research Atmospheres,,118,1577-1584,2013-02-16,16 February 2013,10.1002/jgrd.50135,,41.0,"[{'@_fa': 'true', 'affilname': 'California Institute of Technology', 'affiliation-city': 'Pasadena', 'affiliation-country': 'United States'}, {'@_fa': 'true', 'affilname': 'Jet Propulsion Laboratory', 'affiliation-city': 'Pasadena', 'affiliation-country': 'United States'}]",Journal,ar,Article,,28428.0,0,False,21698996,3,,,
1536,118,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84871879895', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84871879895?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84871879895&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871879895&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84871879895,SCOPUS_ID:84871879895,2-s2.0-84871879895,"An optimal model for carbon dioxide emission control in the low-carbon urban agglomeration based on sustainable development of economy, society and environment (1): Modeling construction",Tianyi P.,Advanced Materials Research,10226680,610-613,975-979,2013-01-08,2013,10.4028/www.scientific.net/AMR.610-613.975,,0.0,"[{'@_fa': 'true', 'affilname': 'Jilin University', 'affiliation-city': 'Changchun', 'affiliation-country': 'China'}]",Book Series,cp,Conference Paper,,4700151906.0,0,False,,,"[{'@_fa': 'true', '$': '9783037855508'}]",,
1537,119,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84871872850', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84871872850?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84871872850&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84871872850&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84871872850,SCOPUS_ID:84871872850,2-s2.0-84871872850,"An optimal model for carbon dioxide emission control in the low-carbon urban agglomeration based on sustainable development of economy, society and environment (2): A case study",Wang L.,Advanced Materials Research,10226680,610-613,970-974,2013-01-08,2013,10.4028/www.scientific.net/AMR.610-613.970,,0.0,"[{'@_fa': 'true', 'affilname': 'Jilin University', 'affiliation-city': 'Changchun', 'affiliation-country': 'China'}]",Book Series,cp,Conference Paper,,4700151906.0,0,False,,,"[{'@_fa': 'true', '$': '9783037855508'}]",,
1538,121,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84865410192', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84865410192?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84865410192&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84865410192&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84865410192,SCOPUS_ID:84865410192,2-s2.0-84865410192,Summer ammonia measurements in a densely populated Mediterranean city,Pandolfi M.,Atmospheric Chemistry and Physics,16807316,12,7557-7575,2012-08-31,2012,10.5194/acp-12-7557-2012,,27.0,"[{'@_fa': 'true', 'affilname': 'CSIC - Instituto de Diagnostico Ambiental y Estudios del Agua (IDAEA)', 'affiliation-city': 'Barcelona', 'affiliation-country': 'Spain'}]",Journal,ar,Article,,12091.0,1,True,16807324,16,,,
1539,133,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84863351085', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84863351085?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84863351085&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84863351085&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84863351085,SCOPUS_ID:84863351085,2-s2.0-84863351085,"Formation and growth of ultrafine particles from secondary sources in Bakersfield, California",Ahlm L.,Journal of Geophysical Research Atmospheres,01480227,117,,2012-01-01,2012,10.1029/2011JD017144,,40.0,"[{'@_fa': 'true', 'affilname': 'Scripps Institution of Oceanography', 'affiliation-city': 'San Diego', 'affiliation-country': 'United States'}]",Journal,ar,Article,D00V08,28428.0,0,False,,5,,,
1540,135,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/80955125189', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/80955125189?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80955125189&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80955125189&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/80955125189,SCOPUS_ID:80955125189,2-s2.0-80955125189,Temporal variation analysis of carbon flux of urban ecosystem in Xianning,Liu M.,"2011 International Conference on Electrical and Control Engineering, ICECE 2011 - Proceedings",,,3687-3690,2011-11-16,2011,10.1109/ICECENG.2011.6058423,,1.0,"[{'@_fa': 'true', 'affilname': 'China University of Geosciences', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,6058423,20500195049.0,0,False,,,"[{'@_fa': 'true', '$': '9781424481637'}]",,
1541,138,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/80052387812', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/80052387812?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80052387812&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80052387812&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/80052387812,SCOPUS_ID:80052387812,2-s2.0-80052387812,Urban carbon emissions trends and the effect of mitigation measures,Huang R.,"Proceedings - 2011 19th International Conference on Geoinformatics, Geoinformatics 2011",,,,2011-09-08,2011,10.1109/GeoInformatics.2011.5980681,,0.0,"[{'@_fa': 'true', 'affilname': 'East China Normal University', 'affiliation-city': 'Shanghai', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,5980681,19900193842.0,0,False,,,"[{'@_fa': 'true', '$': '9781612848488'}]",,
1542,139,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/80051968146', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/80051968146?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=80051968146&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=80051968146&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/80051968146,SCOPUS_ID:80051968146,2-s2.0-80051968146,Surface environment change impact on fog days in Nanjing area,Wu Y.,"Proceedings - 4th International Joint Conference on Computational Sciences and Optimization, CSO 2011",,,872-874,2011-08-29,2011,10.1109/CSO.2011.248,,0.0,"[{'@_fa': 'true', 'affilname': 'Nanjing University of Information Science and Technology', 'affiliation-city': 'Nanjing', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,5957796,19900193658.0,0,False,,,"[{'@_fa': 'true', '$': '9780769543352'}]",,
1543,143,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/79958744174', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/79958744174?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79958744174&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79958744174&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/79958744174,SCOPUS_ID:79958744174,2-s2.0-79958744174,Impacts of Urban Growth on Vegetation Carbon Sequestration,Zhao T.,"Urban Remote Sensing: Monitoring, Synthesis and Modeling in the Urban Environment",,,275-286,2011-04-13,13 April 2011,10.1002/9780470979563.ch19,,1.0,"[{'@_fa': 'true', 'affilname': 'Florida State University', 'affiliation-city': 'Tallahassee', 'affiliation-country': 'United States'}]",Book,ch,Chapter,,21100775626.0,0,False,,,"[{'@_fa': 'true', '$': '9780470979563'}, {'@_fa': 'true', '$': '9780470749586'}]",,
1544,144,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/79961118145', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/79961118145?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961118145&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79961118145&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1876610211012720'}",https://api.elsevier.com/content/abstract/scopus_id/79961118145,SCOPUS_ID:79961118145,2-s2.0-79961118145,Carbon functions of agricultural land use and economy across China: A correlation analysis,Li B.,Energy Procedia,18766102,5,1949-1956,2011-01-01,2011,10.1016/j.egypro.2011.03.336,S1876610211012720,7.0,"[{'@_fa': 'true', 'affilname': 'Huazhong Agricultural University', 'affiliation-city': 'Wuhan', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,,17700156736.0,1,True,,,,,
1545,145,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/78649772110', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/78649772110?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78649772110&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78649772110&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0045653510011495'}",https://api.elsevier.com/content/abstract/scopus_id/78649772110,SCOPUS_ID:78649772110,2-s2.0-78649772110,"Black carbon (BC) in urban and surrounding rural soils of Beijing, China: Spatial distribution and relationship with polycyclic aromatic hydrocarbons (PAHs)",Liu S.,Chemosphere,00456535,82,223-228,2011-01-01,January 2011,10.1016/j.chemosphere.2010.10.017,S0045653510011495,85.0,"[{'@_fa': 'true', 'affilname': 'Beijing Normal University', 'affiliation-city': 'Beijing', 'affiliation-country': 'China'}]",Journal,ar,Article,,24657.0,0,False,,2,,21036384.0,
1546,147,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/79959775659', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/79959775659?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79959775659&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79959775659&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/79959775659,SCOPUS_ID:79959775659,2-s2.0-79959775659,Greenhouse gas emissions from waste management-Assessment of quantification methods,Mohareb E.,Journal of the Air and Waste Management Association,10962247,61,480-493,2011-01-01,May 2011,10.3155/1047-3289.61.5.480,,31.0,"[{'@_fa': 'true', 'affilname': 'University of Toronto', 'affiliation-city': 'Toronto', 'affiliation-country': 'Canada'}]",Journal,ar,Article,,25269.0,0,False,21622906,5,,21608488.0,
1547,148,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/78449243394', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/78449243394?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78449243394&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78449243394&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1352231010008356'}",https://api.elsevier.com/content/abstract/scopus_id/78449243394,SCOPUS_ID:78449243394,2-s2.0-78449243394,"Toward understanding the behavior of carbon dioxide and surface energy fluxes in the urbanized semi-arid Salt Lake Valley, Utah, USA",Ramamurthy P.,Atmospheric Environment,13522310,45,73-84,2011-01-01,January 2011,10.1016/j.atmosenv.2010.09.049,S1352231010008356,38.0,"[{'@_fa': 'true', 'affilname': 'The University of Utah', 'affiliation-city': 'Salt Lake City', 'affiliation-country': 'United States'}]",Journal,ar,Article,,23357.0,0,False,,1,,,
1548,152,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/78650722836', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/78650722836?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650722836&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78650722836&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/78650722836,SCOPUS_ID:78650722836,2-s2.0-78650722836,A study on urban low-carbon landscape construction,Qiao L.,Advanced Materials Research,10226680,129-131,42-45,2010-12-01,2010,10.4028/www.scientific.net/AMR.129-131.42,,0.0,"[{'@_fa': 'true', 'affilname': 'Henan Institute of Science and Technology', 'affiliation-city': 'Xinxiang', 'affiliation-country': 'China'}]",Book Series,cp,Conference Paper,,4700151906.0,0,False,,,"[{'@_fa': 'true', '$': '9780878492435'}]",,
1549,154,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/77957659121', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/77957659121?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77957659121&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77957659121&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1877343510000394'}",https://api.elsevier.com/content/abstract/scopus_id/77957659121,SCOPUS_ID:77957659121,2-s2.0-77957659121,GHG emissions from urbanization and opportunities for urban carbon mitigation,Dhakal S.,Current Opinion in Environmental Sustainability,18773435,2,277-283,2010-10-01,October 2010,10.1016/j.cosust.2010.05.007,S1877343510000394,124.0,"[{'@_fa': 'true', 'affilname': 'National Institute for Environmental Studies of Japan', 'affiliation-city': 'Tsukuba', 'affiliation-country': 'Japan'}]",Journal,re,Review,,19400158343.0,0,False,,4,,,
1550,157,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/77952984591', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/77952984591?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77952984591&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77952984591&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/77952984591,SCOPUS_ID:77952984591,2-s2.0-77952984591,High-frequency urban measurements of molecular hydrogen and carbon monoxide in the United Kingdom,Grant A.,Atmospheric Chemistry and Physics,16807316,10,4715-4724,2010-06-07,2010,10.5194/acp-10-4715-2010,,12.0,"[{'@_fa': 'true', 'affilname': 'University of Bristol', 'affiliation-city': 'Bristol', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,12091.0,1,True,16807324,10,,,
1551,158,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/77956278776', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/77956278776?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=77956278776&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=77956278776&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/77956278776,SCOPUS_ID:77956278776,2-s2.0-77956278776,Sources of CO<inf>2</inf> evasion from two subtropical rivers in North America,Zeng F.,Biogeochemistry,01682563,100,211-225,2010-03-12,2010,10.1007/s10533-010-9417-6,,27.0,"[{'@_fa': 'true', 'affilname': 'Rice University', 'affiliation-city': 'Houston', 'affiliation-country': 'United States'}]",Journal,ar,Article,,16894.0,0,False,1573515X,1,,,
1552,160,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/78649637703', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/78649637703?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78649637703&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78649637703&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/78649637703,SCOPUS_ID:78649637703,2-s2.0-78649637703,Evolution of vehicle exhaust particles in the atmosphere,Canagaratna M.,Journal of the Air and Waste Management Association,10962247,60,1192-1203,2010-01-01,October 2010,10.3155/1047-3289.60.10.1192,,44.0,"[{'@_fa': 'true', 'affilname': 'Aerodyne Research, Inc.', 'affiliation-city': 'Billerica', 'affiliation-country': 'United States'}]",Journal,re,Review,,25269.0,0,False,21622906,10,,21090548.0,
1553,161,True,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/73249125664', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/73249125664?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=73249125664&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=73249125664&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S026483770900132X'}",https://api.elsevier.com/content/abstract/scopus_id/73249125664,SCOPUS_ID:73249125664,2-s2.0-73249125664,Land use and climate change in the UK,Rounsevell M.,Land Use Policy,02648377,26,,2009-12-01,December 2009,10.1016/j.landusepol.2009.09.007,S026483770900132X,78.0,"[{'@_fa': 'true', 'affilname': 'University of Edinburgh', 'affiliation-city': 'Edinburgh', 'affiliation-country': 'United Kingdom'}]",Journal,ar,Article,,14500.0,0,False,,SUPPL. 1,,,
